"total_myr_km2","percentage_myr","total_skog_km2","percentage_skog","total_jordbruk_km2","percentage_jordbruk","total_aapen_fastmark_km2","percentage_aapen_fastmark","total_annen_arealtype_km2","percentage_annen_arealtype"
164.1,7.6,1363.6,63.1,139.7,6.5,353.7,16.4,139.7,6.5
