"total_myr_km2","total_skog_km2","total_jordbruk_km2","total_aapen_fastmark_km2","total_annen_arealtype_km2","total_skredfaresone_km2","total_flomsone_km2","total_over_skoggrense_km2","total_strandsone_km2","total_villrein_km2","total_iba_km2"
164.2,1364.9,139.8,354,139.7,1.7,4,67.8,84.6,353.6,36.6
